date,address,subArea,area,room,sqm,floor,objectType,constructionYear,listPrice,priceUp,soldPrice,rent,broker,distanceToMetro,metro
2016-06-15,Götaforsvägen 22,Stureby,GronHagsatra,3,67,3,Lägenhet,null,2100000,1125000,3225000,3841,Mäklarhuset,372.7641293694795,Bandhagen
2016-06-10,Sågverksgatan 96,Stureby,GronHagsatra,1,20,2,Lägenhet,1946,1495000,290000,1785000,1467,Länsförsäkringar Fastighetsförmedling,874.9253256537056,Stureby
2016-06-09,Korsnäsvägen 6,Stureby,GronHagsatra,7,204,null,Villa,1959,8950000,1450000,10400000,null,Mäklarhuset,554.3430086585913,Stureby
2016-06-07,Tussmötevägen 188,Stureby,GronHagsatra,2,50,1,Lägenhet,1929,3150000,-605000,2545000,3105,Bjurfors,196.33426385287882,Svedmyra
2016-05-31,Skönviksvägen 271,Stureby,GronHagsatra,3,70,3,Lägenhet,1952,2950000,175000,3125000,3972,SkandiaMäklarna,344.78509192216313,Stureby
2016-05-30,Bäckaskiftsvägen 29,Stureby,GronHagsatra,3,69,3,Lägenhet,1951,3000000,250000,3250000,3439,Notar,343.9126874761037,Stureby
2016-05-29,Husumsgränd 34,Stureby,GronHagsatra,6,97,null,Radhus,1951,5400000,860000,6260000,null,HusmanHagberg,956.5672178379572,Stureby
2016-05-27,Skönviksvägen 293,Stureby,GronHagsatra,2,57,3,Lägenhet,null,1995000,415000,2410000,3382,Mäklarhuset,225.04865871031927,Bandhagen
2016-05-27,Graningegränd 12,Stureby,GronHagsatra,8,150,null,Villa,1924,7750000,2050000,9800000,null,Länsförsäkringar Fastighetsförmedling,593.9078500813318,Stureby
2016-05-27,Sågverksgatan 108,Stureby,GronHagsatra,2,46,2,Lägenhet,1946,1995000,310000,2305000,3213,Notar,950.1687141219791,Stureby
2016-05-26,Skönviksvägen 230,Stureby,GronHagsatra,6,130,null,Villa,1926,8450000,-250000,8200000,null,SkandiaMäklarna,248.88027385479683,Stureby
2016-05-25,Bandhagsvägen 22,Stureby,GronHagsatra,6,145,null,Villa,1946,7500000,25000,7525000,null,Fastighetsbyrån,508.29785068356205,Stureby
2016-05-25,Bastuhagsvägen 49,Stureby,GronHagsatra,1,29,1,Lägenhet,2014,1695000,435000,2130000,1985,Länsförsäkringar Fastighetsförmedling,498.2501635532705,Stureby
2016-05-24,Sågverksgatan 85,Stureby,GronHagsatra,2,54,1,Lägenhet,1946,1995000,265000,2260000,3512,Länsförsäkringar Fastighetsförmedling,839.3818189305431,Stureby
2016-05-23,Bäckaskiftsvägen 48,Stureby,GronHagsatra,2,57,3,Lägenhet,1953,2495000,355000,2850000,2727,Södermäklarna,341.01360962219155,Bandhagen
2016-05-18,Bastuhagsvägen 57,Stureby,GronHagsatra,2,47,3,Lägenhet,null,1995000,755000,2750000,2935,Mäklarhuset,528.9894902120514,Stureby
2016-05-14,Skutskärsvägen 41B,Stureby,GronHagsatra,4,109,null,Parhus,2016,6000000,400000,6400000,3396,Balders Ädelmarks,361.75642375051956,Svedmyra
2016-05-13,Sågverksgatan 104,Stureby,GronHagsatra,2,46,3,Lägenhet,null,1995000,305000,2300000,3283,Svenska Mäklarhuset,913.3693496192908,Stureby
2016-05-11,Bäckaskiftsvägen 52,Stureby,GronHagsatra,2,57,3,Lägenhet,null,2350000,370000,2720000,2727,Svenska Mäklarhuset,313.77153187575,Bandhagen
2016-05-11,Bäckaskiftsvägen 15,Stureby,GronHagsatra,3,76,5,Lägenhet,1951,3000000,300000,3300000,3751,Notar,305.0117541932716,Stureby
2016-05-06,Graningegränd 9,Stureby,GronHagsatra,4,74,null,Villa,1940,5995000,505000,6500000,null,Magnusson Mäkleri,536.3774676762848,Stureby
2016-05-05,Östrandsvägen 76,Stureby,GronHagsatra,3,72,2,Lägenhet,1950,2395000,565000,2960000,3779,Fastighetsbyrån,1038.4459804232827,Stureby
2016-05-05,Skönviksvägen 321,Stureby,GronHagsatra,2,57,2,Lägenhet,1952,2145000,615000,2760000,3338,Svensk Fastighetsförmedling,229.15314912687487,Stureby
2016-05-05,Skönviksvägen 272,Stureby,GronHagsatra,2,54,3,Lägenhet,1952,2295000,555000,2850000,3193,HusmanHagberg,307.52539042296496,Stureby
2016-05-04,Utansjövägen 13,Stureby,GronHagsatra,7,190,null,Villa,1947,9750000,-200000,9550000,null,SkandiaMäklarna,363.029072001552,Stureby
2016-05-01,Bjulevägen 26A,Stureby,GronHagsatra,1,38,null,Lägenhet,1949,1990000,25000,2015000,2831,SkandiaMäklarna,1061.2293937470786,Stureby
2016-04-28,Bäckaskiftsvägen 31,Stureby,GronHagsatra,2,57,1,Lägenhet,1951,2000000,645000,2645000,2784,Notar,248.48203246119283,Stureby
2016-04-26,Götaforsvägen 22,Stureby,GronHagsatra,1,41,4,Lägenhet,null,1895000,715000,2610000,2346,Mäklarhuset,372.7641293694795,Bandhagen
2016-04-22,Bjulevägen 28,Stureby,GronHagsatra,3,76,1,Lägenhet,1949,2195000,-95000,2100000,5831,Länsförsäkringar Fastighetsförmedling,1051.4254802620626,Stureby
2016-04-22,Tanneforsvägen 23,Stureby,GronHagsatra,10,190,null,Villa,1946,9250000,350000,9600000,null,HusmanHagberg,398.1672321068089,Stureby
2016-04-21,Götaforsvägen 13,Stureby,GronHagsatra,2,55,1,Lägenhet,1952,2095000,355000,2450000,3208,Svensk Fastighetsförmedling,410.4969587267527,Bandhagen
2016-04-21,Vivstavarvsvägen 163,Stureby,GronHagsatra,1,26,1,Lägenhet,1952,1395000,625000,2020000,2065,Notar,1078.7590506238084,Stureby
2016-04-20,Kubikenborgsvägen 8,Stureby,GronHagsatra,6,151,null,Villa,1927,6995000,830000,7825000,null,HusmanHagberg,672.650044828229,Stureby
2016-04-20,Skönviksvägen 293,Stureby,GronHagsatra,2,57,1,Lägenhet,1952,1995000,555000,2550000,3265,Mäklarhuset,225.04865871031927,Bandhagen
2016-04-15,Götaforsvägen 28,Stureby,GronHagsatra,1.5,44.5,1,Lägenhet,1952,1895000,615000,2510000,2769,HusmanHagberg,386.9514569817523,Bandhagen
2016-04-13,Billerudsvägen 1,Stureby,GronHagsatra,8,240,null,Villa,1957,9750000,1250000,11000000,null,HusmanHagberg,176.67105678004438,Stureby
2016-04-08,Skönviksvägen 299,Stureby,GronHagsatra,1,23,3,Lägenhet,1952,1495000,505000,2000000,1612,BOSTHLM,272.5058647124241,Bandhagen
2016-04-08,Rothuggsvägen 12,Stureby,GronHagsatra,6,130,null,Radhus,1966,5495000,1605000,7100000,null,Fastighetsbyrån,750.5594841701289,Stureby
2016-04-07,Bjulevägen 34,Stureby,GronHagsatra,4,83,1,Lägenhet,1947,3295000,225000,3520000,2977,HusmanHagberg,1062.6348330405726,Stureby
2016-04-07,Götaforsvägen 45,Stureby,GronHagsatra,5,94,null,Radhus,1964,4575000,1495000,6070000,4357,Svensk Fastighetsförmedling,526.4482415614123,Bandhagen
2016-03-24,Bjulevägen 20,Stureby,GronHagsatra,2,56,1,Lägenhet,1950,2300000,-100000,2200000,4171,Länsförsäkringar Fastighetsförmedling,1035.5254931317625,Stureby
2016-03-20,Bollstavägen 4,Stureby,GronHagsatra,5,153,null,Villa,null,7995000,805000,8800000,null,Södermäklarna,825.6259086139786,Stureby
2016-03-19,Kubikenborgsvägen 3A,Stureby,GronHagsatra,3,51,2,Lägenhet,1946,2250000,450000,2700000,3116,Mäklarhuset,629.9591324319414,Stureby
2016-03-19,Fiskebyvägen 7,Stureby,GronHagsatra,5,154,null,Villa,1946,8475000,925000,9400000,null,Svensk Fastighetsförmedling,593.5594960848737,Stureby
2016-03-18,Bäckaskiftsvägen 68,Stureby,GronHagsatra,3,71,1,Lägenhet,1950,2795000,965000,3760000,3164,Notar,300.1716926184608,Stureby
2016-03-12,Sågverksgatan 118,Stureby,GronHagsatra,4,83,3,Lägenhet,1950,2795000,1175000,3970000,4211,Notar,937.6939922500451,Stureby
2016-03-11,Skönviksvägen 303,Stureby,GronHagsatra,3,69,2,Lägenhet,null,2750000,520000,3270000,3958,Mäklarhuset,292.67154657999623,Bandhagen
2016-03-11,Sågverksgatan 41,Stureby,GronHagsatra,5,120,3,Lägenhet,2010,6950000,1100000,8050000,2600,Mäklarhuset,393.58976957061566,Stureby
2016-03-10,Götaforsvägen 28,Stureby,GronHagsatra,3,74,3,Lägenhet,null,2895000,905000,3800000,4169,Svenska Mäklarhuset,386.9514569817523,Bandhagen
2016-03-07,Bäckaskiftsvägen 78,Stureby,GronHagsatra,2,56,2,Lägenhet,1950,2195000,725000,2920000,2696,Notar,225.4222028367927,Stureby
2016-03-04,Östrandsvägen 54,Stureby,GronHagsatra,3,74,1,Lägenhet,1950,2595000,0,2595000,4038,Mäklarringen,1116.3860696574634,Stureby
2016-02-27,Skönviksvägen 286,Stureby,GronHagsatra,1,32,4,Lägenhet,1961,1850000,255000,2105000,2212,SkandiaMäklarna,294.0288155952216,Stureby
2016-02-26,Skönviksvägen 329,Stureby,GronHagsatra,1,19,1,Lägenhet,1952,1295000,645000,1940000,1283,Notar,209.7987233390444,Stureby
2016-02-26,Skönviksvägen 297,Stureby,GronHagsatra,1,19,1,Lägenhet,null,1395000,555000,1950000,1283,Svenska Mäklarhuset,240.7854112077565,Bandhagen
2016-02-25,Götaforsvägen 13,Stureby,GronHagsatra,2,55,1,Lägenhet,1952,2095000,680000,2775000,3185,Fastighetsbyrån,410.4969587267527,Bandhagen
2016-02-25,Götaforsvägen 34,Stureby,GronHagsatra,2,54.5,2,Lägenhet,1951,2195000,415000,2610000,3373,Diplomat Fastighetsmäkleri AB,424.7993119865975,Bandhagen
2016-02-25,Bjulevägen 23,Stureby,GronHagsatra,2,59,1,Lägenhet,1950,1895000,555000,2450000,4395,Länsförsäkringar Fastighetsförmedling,1023.7571468576651,Stureby
2016-02-24,Skönviksvägen 323,Stureby,GronHagsatra,3,57,1,Lägenhet,1952,2395000,805000,3200000,3251,Länsförsäkringar Fastighetsförmedling,236.4460662723146,Stureby
2016-02-22,Sågverksgatan 96,Stureby,GronHagsatra,3,61,2.5,Lägenhet,null,2450000,175000,2625000,4331,Fastighetsmäklarna,874.9253256537056,Stureby
2016-02-11,Tussmötevägen 138,Stureby,GronHagsatra,3,87.5,1,Lägenhet,1929,5295000,1055000,6350000,5378,Bjurfors,129.56197475761,Svedmyra
2016-02-11,Östrandsvägen 70,Stureby,GronHagsatra,1,20,2,Lägenhet,1950,1495000,285000,1780000,1451,Södermäklarna,1037.3984641018874,Stureby
2016-02-11,Bjulevägen 57,Stureby,GronHagsatra,2,48.5,1,Lägenhet,1946,2250000,325000,2575000,3188,HusmanHagberg,862.050859446688,Stureby
2016-02-10,Sågverksgatan 114,Stureby,GronHagsatra,2,45,3,Lägenhet,1945,1995000,330000,2325000,2982,Notar,894.0629370827497,Stureby
2016-02-05,Bastuhagsvägen 50,Stureby,GronHagsatra,2,47,1,Lägenhet,2014,2195000,115000,2310000,2809,Länsförsäkringar Fastighetsförmedling,497.91068743217903,Stureby
2016-02-04,Kubikenborgsvägen 3A,Stureby,GronHagsatra,2,51,2,Lägenhet,null,2195000,355000,2550000,3116,Fastighetsbyrån,629.9591324319414,Stureby
2016-02-02,Götaforsvägen 13,Stureby,GronHagsatra,1,35,4,Lägenhet,1952,1995000,565000,2560000,2027,Hemverket,410.4969587267527,Bandhagen
2016-02-01,Vivstavarvsvägen 163,Stureby,GronHagsatra,2.5,63,2,Lägenhet,1952,2195000,455000,2650000,3648,Notar,1078.7590506238084,Stureby
2016-01-22,Bäckaskiftsvägen 70,Stureby,GronHagsatra,3,63,1,Lägenhet,1951,2195000,1135000,3330000,2914,Länsförsäkringar Fastighetsförmedling,283.62669539428845,Stureby
2016-01-21,Vivstavarvsvägen 151,Stureby,GronHagsatra,2.5,61,1,Lägenhet,1952,2195000,0,2195000,3616,HusmanHagberg,1102.2790350055875,Stureby
2016-01-21,Vivstavarvsvägen 155,Stureby,GronHagsatra,2,62,2,Lägenhet,1952,2350000,350000,2700000,3695,Mäklarhuset,1110.394113749739,Stureby
2016-01-21,Bäckaskiftsvägen 50,Stureby,GronHagsatra,1,42,2,Lägenhet,1950,1795000,495000,2290000,2258,Notar,327.9187668539297,Bandhagen
2016-01-16,Tussmötevägen 136,Stureby,GronHagsatra,4,57.5,0,Lägenhet,1930,3695000,505000,4200000,3778,HusmanHagberg,100.80167827475157,Svedmyra
2016-01-15,Bäckaskiftsvägen 25,Stureby,GronHagsatra,2,57,2,Lägenhet,1951,2195000,375000,2570000,2582,Notar,305.16045196273166,Stureby
2016-01-15,Skönviksvägen 274,Stureby,GronHagsatra,3,81,1,Lägenhet,1952,3200000,1400000,4600000,6066,HusmanHagberg,303.7876007222481,Stureby
2016-01-14,Vivstavarvsvägen 157,Stureby,GronHagsatra,4,72,3,Lägenhet,1952,2450000,390000,2840000,4272,Notar,1096.7625223038108,Stureby
2016-01-14,Nykvarnsvägen 12,Stureby,GronHagsatra,8,202,null,Villa,1935,11000000,1200000,12200000,null,HusmanHagberg,192.55383306635574,Stureby
2016-01-07,Bäckaskiftsvägen 48,Stureby,GronHagsatra,1,42,1,Lägenhet,1951,1895000,485000,2380000,2258,Erik Olsson Fastighetsförmedling,341.01360962219155,Bandhagen
2015-12-12,Götaforsvägen 26,Stureby,GronHagsatra,3,74,null,Lägenhet,null,2850000,650000,3500000,4242,Fastighetsmäklarna,374.7116489184257,Bandhagen
2015-12-11,Götaforsvägen 26,Stureby,GronHagsatra,1.5,44.5,2,Lägenhet,1952,2150000,200000,2350000,2858,Bjurfors,374.7116489184257,Bandhagen
2015-12-09,Ställdalsvägen 1B,Stureby,GronHagsatra,4,87,null,Parhus,2014,4350000,775000,5125000,2711,Balders Ädelmarks,349.68115699847124,Svedmyra
2015-12-05,Ställdalsvägen 1A,Stureby,GronHagsatra,5,93,null,Parhus,2014,4650000,650000,5300000,2897,Balders Ädelmarks,344.5155610444496,Svedmyra
2015-12-03,Götaforsvägen 9,Stureby,GronHagsatra,2,54,1,Lägenhet,1952,2150000,390000,2540000,3208,HusmanHagberg,386.76454680249884,Stureby
2015-12-02,Sågverksgatan 110,Stureby,GronHagsatra,2,45,2,Lägenhet,1946,1795000,575000,2370000,3143,Fastighetsbyrån,957.2773027248589,Stureby
2015-11-30,Bäckaskiftsvägen 56,Stureby,GronHagsatra,1,42,1,Lägenhet,1950,1695000,675000,2370000,2258,Notar,330.3980139690745,Stureby
2015-11-27,Bandhagsvägen 64,Stureby,GronHagsatra,5,119,null,Radhus,null,6450000,1300000,7750000,null,Södermäklarna,143.11940318691498,Stureby
2015-11-26,Östrandsvägen 70A,Stureby,GronHagsatra,1,24,null,Lägenhet,1950,1495000,255000,1750000,1513,Notar,1030.0249896944474,Stureby
2015-11-22,Skönviksvägen 329,Stureby,GronHagsatra,2,57,2,Lägenhet,1953,2475000,435000,2910000,3382,A-mäklarna,209.7987233390444,Stureby
2015-11-20,Skutskärsvägen 11,Stureby,GronHagsatra,7,191,null,Villa,1975,6500000,2300000,8800000,null,Mäklarhuset,493.1015288793459,Stureby
2015-11-13,Bjulevägen 16,Stureby,GronHagsatra,2,57,2,Lägenhet,1949,1895000,430000,2325000,4171,Länsförsäkringar Fastighetsförmedling,1029.8598261668028,Stureby
2015-11-11,Bastuhagsvägen 57,Stureby,GronHagsatra,4,90,1,Lägenhet,2015,3850000,450000,4300000,5000,Mäklarringen,528.9894902120514,Stureby
2015-11-09,Skönviksvägen 317,Stureby,GronHagsatra,3,69,1,Lägenhet,1952,3150000,100000,3250000,3928,Mäklarhuset,281.40148663173136,Stureby
2015-11-05,Bäckaskiftsvägen 13,Stureby,GronHagsatra,4,86,5,Lägenhet,1951,3195000,905000,4100000,3858,Notar,321.60593320531143,Stureby
2015-11-03,Götaforsvägen 3,Stureby,GronHagsatra,1,35,4,Lägenhet,1952,1695000,665000,2360000,2027,Notar,341.0444589782796,Stureby
2015-11-01,Tussmötevägen 217,Stureby,GronHagsatra,8,216,null,Villa,1923,8900000,525000,9425000,null,SkandiaMäklarna,580.4849071769654,Stureby
2015-11-01,Östrandsvägen 29,Stureby,GronHagsatra,8,150,null,Villa,1954,8700000,650000,9350000,null,SkandiaMäklarna,864.1321875428787,Stureby
2015-10-31,Skönviksvägen 223,Stureby,GronHagsatra,6,156,null,Villa,1928,9800000,1000000,10800000,null,Fastighetsbyrån,322.51282665722476,Stureby
2015-10-23,Nykvarnsvägen 11,Stureby,GronHagsatra,7,178,null,Villa,1929,12200000,400000,12600000,null,Bjurfors,135.81496658762526,Stureby
2015-10-21,Tussmötevägen 144,Stureby,GronHagsatra,3.5,87,null,Lägenhet,1929,5295000,905000,6200000,5351,Bjurfors,182.57775171299843,Svedmyra
2015-10-20,Östrandsvägen 60,Stureby,GronHagsatra,2,64,2,Lägenhet,1950,2195000,165000,2360000,3515,Bjurfors,1124.99779094131,Stureby
2015-10-19,Bastuhagsvägen 52,Stureby,GronHagsatra,4,80.5,2,Lägenhet,2014,3695000,-195000,3500000,4562,Länsförsäkringar Fastighetsförmedling,415.58063897944146,Stureby
2015-10-16,Bjulevägen 20,Stureby,GronHagsatra,2,56,2,Lägenhet,1950,1995000,305000,2300000,4171,Fastighetsbyrån,1035.5254931317625,Stureby
2015-10-16,Tussmötevägen 207B,Stureby,GronHagsatra,4,110,0,Lägenhet,2014,4995000,55000,5050000,4318,Svensk Fastighetsförmedling,386.17267041097256,Svedmyra
2015-10-13,Götaforsvägen 7,Stureby,GronHagsatra,2,55,1,Lägenhet,1952,2145000,680000,2825000,3265,Svensk Fastighetsförmedling,371.40398576426315,Stureby
2015-10-11,Götaforsvägen 17,Stureby,GronHagsatra,2,55,1.5,Lägenhet,1952,1950000,675000,2625000,3352,Södermäklarna,411.6753922089062,Bandhagen
2015-10-08,Skönviksvägen 282,Stureby,GronHagsatra,2,54,3,Lägenhet,null,2095000,380000,2475000,2805,Fastighetsbyrån,298.92282845495237,Stureby
2015-10-07,Götaforsvägen 54,Stureby,GronHagsatra,5,110,null,Kedjehus,1964,4495000,265000,4760000,5686,Bjurfors,550.7770646396526,Bandhagen
2015-10-07,Sågverksgatan 120,Stureby,GronHagsatra,3,70,1,Lägenhet,1951,2650000,150000,2800000,3551,Hemverket,955.4870762041236,Stureby
2015-10-05,Bäckaskiftsvägen 27,Stureby,GronHagsatra,3,69,2,Lägenhet,1951,2395000,920000,3315000,3126,Notar,330.6879425081474,Stureby
2015-10-05,Sågverksgatan 108,Stureby,GronHagsatra,2,46,3,Lägenhet,1946,1795000,515000,2310000,3283,Notar,950.1687141219791,Stureby
2015-10-05,Bäckaskiftsvägen 74,Stureby,GronHagsatra,1,18,2,Lägenhet,1950,1095000,675000,1770000,1508,Notar,267.53823667784644,Stureby
2015-10-02,Tussmötevägen 146,Stureby,GronHagsatra,3,88,null,Lägenhet,1929,4695000,455000,5150000,5378,Bjurfors,173.71608217526997,Svedmyra
2015-10-02,Skönviksvägen 289,Stureby,GronHagsatra,2,54,2,Lägenhet,1952,2195000,250000,2445000,3245,Fastighetsbyrån,211.20141420542137,Bandhagen
2015-10-01,Sågverksgatan 77,Stureby,GronHagsatra,2,54,3,Lägenhet,1946,2075000,625000,2700000,3362,Svensk Fastighetsförmedling,792.4039102226164,Stureby
2015-09-30,Skönviksvägen 323,Stureby,GronHagsatra,2,57,2,Lägenhet,1952,2400000,530000,2930000,3338,HusmanHagberg,236.4460662723146,Stureby
2015-09-25,Skönviksvägen 287,Stureby,GronHagsatra,2,54,2,Lägenhet,1952,2295000,305000,2600000,3245,Fastighetsbyrån,220.15325924129098,Bandhagen
2015-09-24,Skönviksvägen 292,Stureby,GronHagsatra,4,85.5,1,Lägenhet,1961,2995000,355000,3350000,5291,Notar,251.459615286923,Stureby
2015-09-24,Bastuhagsvägen 52,Stureby,GronHagsatra,3.5,80.5,1,Lägenhet,2014,3195000,760000,3955000,4527,Notar,415.58063897944146,Stureby
2015-09-23,Skönviksvägen 315,Stureby,GronHagsatra,3,69,1,Lägenhet,1952,2895000,815000,3710000,3891,Mäklarhuset,291.97878067154153,Bandhagen
2015-09-14,Götaforsvägen 23,Stureby,GronHagsatra,2,55,3,Lägenhet,1952,2095000,615000,2710000,3309,Notar,427.02369998277703,Bandhagen
2015-09-09,Skönviksvägen 284,Stureby,GronHagsatra,3,81,1,Lägenhet,1964,2995000,1305000,4300000,3969,Mäklarhuset,306.1443848639519,Bandhagen
2015-09-07,Bäckaskiftsvägen 46,Stureby,GronHagsatra,3,75,5,Lägenhet,1950,2995000,655000,3650000,3289,Notar,354.40619940861916,Stureby
2015-09-07,Bjulevägen 18,Stureby,GronHagsatra,2,57,null,Lägenhet,1949,1895000,455000,2350000,4171,Länsförsäkringar Fastighetsförmedling,1029.9813326838796,Stureby
2015-09-07,Bäckaskiftsvägen 42,Stureby,GronHagsatra,2,56,2,Lägenhet,1951,2900000,0,2900000,2695,Länsförsäkringar Fastighetsförmedling,347.1588736223408,Stureby
2015-09-04,Tussmötevägen 188,Stureby,GronHagsatra,3.5,87,null,Lägenhet,1929,4995000,605000,5600000,4713,Bjurfors,196.33426385287882,Svedmyra
2015-09-04,Mölndalsbacken 60,Stureby,GronHagsatra,6,146,0,Radhus,1964,5950000,100000,6050000,5970,Svensk Fastighetsförmedling,593.5892107262196,Bandhagen
2015-09-03,Bäckaskiftsvägen 72,Stureby,GronHagsatra,3,56,2,Lägenhet,1951,2695000,505000,3200000,2695,HusmanHagberg,263.71311346387535,Stureby
2015-09-03,Mölndalsbacken 118,Stureby,GronHagsatra,4,97.5,null,Villa,null,5100000,800000,5900000,null,Svenska Mäklarhuset,831.2864617441928,Bandhagen
2015-08-27,Sågverksgatan 98,Stureby,GronHagsatra,2,45,1,Lägenhet,1946,1795000,525000,2320000,3143,Notar,893.4764655516325,Stureby
2015-08-26,Bastuhagsvägen 14,Stureby,GronHagsatra,4,86,2,Lägenhet,1953,3495000,505000,4000000,3471,Mäklarhuset,637.0570302457575,Stureby
2015-08-21,Götaforsvägen 22,Stureby,GronHagsatra,3,67,1,Lägenhet,1952,3150000,0,3150000,3718,Mäklarhuset,372.7641293694795,Bandhagen
2015-08-21,Mölndalsbacken 112,Stureby,GronHagsatra,5,98,null,Radhus,1964,4500000,200000,4700000,5117,Bjurfors,815.9279799733756,Bandhagen
2015-08-20,Skönviksvägen 297,Stureby,GronHagsatra,3,88,null,Lägenhet,1952,3695000,205000,3900000,4628,Erik Olsson Fastighetsförmedling,240.7854112077565,Bandhagen
2015-08-20,Sågverksgatan 112,Stureby,GronHagsatra,3,65,-1,Lägenhet,1945,1900000,650000,2550000,3054,HusmanHagberg,884.0578495224229,Stureby
2015-08-20,Bäckaskiftsvägen 44,Stureby,GronHagsatra,2,57,2,Lägenhet,1951,1995000,820000,2815000,2727,Länsförsäkringar Fastighetsförmedling,350.56064124646383,Stureby
2015-08-20,Bastuhagsvägen 55,Stureby,GronHagsatra,1,29,1,Lägenhet,2014,1695000,455000,2150000,1985,Notar,497.0410970421183,Stureby
2015-08-13,Skönviksvägen 333,Stureby,GronHagsatra,1.5,42.5,3,Lägenhet,1955,1850000,600000,2450000,2754,SkandiaMäklarna,177.70356414785502,Stureby
2015-08-13,Bäckaskiftsvägen 78,Stureby,GronHagsatra,2,57,2,Lägenhet,1951,1995000,685000,2680000,2695,Mäklarringen,225.4222028367927,Stureby
2015-08-11,Götaforsvägen 10,Stureby,GronHagsatra,2,41,4,Lägenhet,1952,1795000,605000,2400000,2326,Notar,341.6886669151707,Bandhagen
2015-08-05,Sågverksgatan 98,Stureby,GronHagsatra,2,45,2,Lägenhet,1946,2050000,10000,2060000,3213,Magnusson Mäkleri,893.4764655516325,Stureby
2015-08-05,Skönviksvägen 286,Stureby,GronHagsatra,1,32,4,Lägenhet,1961,1650000,600000,2250000,2212,SkandiaMäklarna,294.0288155952216,Stureby
2015-08-05,Östrandsvägen 70,Stureby,GronHagsatra,2,62,3,Lägenhet,1950,2100000,450000,2550000,3103,Notar,1037.3984641018874,Stureby
2015-07-30,Götaforsvägen 30,Stureby,GronHagsatra,2,54.5,1,Lägenhet,1951,1995000,355000,2350000,3245,Diplomat Fastighetsmäkleri AB,399.43699282044497,Bandhagen
2015-07-03,Sågverksgatan 106B,Stureby,GronHagsatra,5,110,0,Lägenhet,1946,2860000,-160000,2700000,7753,Svensk Fastighetsförmedling,939.873462186278,Stureby
2015-07-01,Skönviksvägen 325,Stureby,GronHagsatra,1,19,3,Lägenhet,null,1245000,705000,1950000,1320,Fastighetsmäklarna,245.24956749637394,Stureby
2015-06-30,Skönviksvägen 272,Stureby,GronHagsatra,1,25,3,Lägenhet,1952,1900000,-210000,1690000,1604,Svensk Fastighetsförmedling,307.52539042296496,Stureby
2015-06-26,Östrandsvägen 78,Stureby,GronHagsatra,2,62,2,Lägenhet,1950,2150000,200000,2350000,3103,Bjurfors,1048.935983617175,Stureby
2015-06-24,Bäckaskiftsvägen 19,Stureby,GronHagsatra,2,46,-1,Lägenhet,1951,1995000,95000,2090000,2024,Länsförsäkringar Fastighetsförmedling,279.9902801031771,Stureby
2015-06-18,Bjulevägen 17,Stureby,GronHagsatra,4,77,2,Lägenhet,null,2650000,150000,2800000,5076,Fastighetsbyrån,1014.178300000353,Stureby
2015-06-18,Götaforsvägen 28,Stureby,GronHagsatra,2,54.5,1,Lägenhet,1952,1995000,0,1995000,3285,Fastighetsbyrån,386.9514569817523,Bandhagen
2015-06-18,Skönviksvägen 325,Stureby,GronHagsatra,3,57,3,Lägenhet,null,2295000,1205000,3500000,3382,Fastighetsmäklarna,245.24956749637394,Stureby
2015-06-12,Skönviksvägen 329,Stureby,GronHagsatra,2,57,1,Lägenhet,1952,2095000,405000,2500000,3251,Erik Olsson Fastighetsförmedling,209.7987233390444,Stureby
2015-06-12,Bäckaskiftsvägen 31,Stureby,GronHagsatra,3,76,5,Lägenhet,1951,2495000,905000,3400000,3310,Notar,248.48203246119283,Stureby
2015-06-10,Munksundsgatan 10,Stureby,GronHagsatra,5,119,null,Villa,1940,5995000,1755000,7750000,null,Bjurfors,473.3267763827924,Stureby
2015-06-09,Bäckaskiftsvägen 78,Stureby,GronHagsatra,3,75,3,Lägenhet,null,2795000,965000,3760000,3309,Fastighetsbyrån,225.4222028367927,Stureby
2015-06-07,Vivstavarvsvägen 159,Stureby,GronHagsatra,2,63,0,Lägenhet,1953,2400000,320000,2720000,3633,Fastighetsbyrån,1082.2720138938955,Stureby
2015-06-02,Östrandsvägen 78A,Stureby,GronHagsatra,3,74,0,Lägenhet,1950,2495000,495000,2990000,3708,Notar,1053.2286221721763,Stureby
2015-06-01,Skönviksvägen 275,Stureby,GronHagsatra,3,70,2,Lägenhet,1952,2595000,515000,3110000,4072,Svensk Fastighetsförmedling,318.32169715105846,Bandhagen
2015-05-29,Östanåvägen 25,Stureby,GronHagsatra,10,177,null,Villa,1928,7750000,2150000,9900000,null,ERA,336.4719349229102,Svedmyra
2015-05-29,Skönviksvägen 325,Stureby,GronHagsatra,2,57,null,Lägenhet,1952,2295000,490000,2785000,3315,Erik Olsson Fastighetsförmedling,245.24956749637394,Stureby
2015-05-29,Forstmästarvägen 30,Stureby,GronHagsatra,6,170,null,Villa,1969,7500000,1525000,9025000,null,HusmanHagberg,728.8855522904829,Stureby
2015-05-26,Götaforsvägen 17,Stureby,GronHagsatra,2,55,1,Lägenhet,1952,2025000,545000,2570000,null,Svensk Fastighetsförmedling,411.6753922089062,Bandhagen
2015-05-22,Bäckaskiftsvägen 72,Stureby,GronHagsatra,1,18,2,Lägenhet,null,1195000,335000,1530000,1508,Notar,263.71311346387535,Stureby
2015-05-21,Bjulevägen 21,Stureby,GronHagsatra,2,58,null,Lägenhet,1950,1795000,165000,1960000,null,Svensk Fastighetsförmedling,1022.7178280445095,Stureby
